CSV_ID,CSV_NAME,CSV_DATE,CSV_FLAG,CSV_CHOICELIST,CSV_CHOICELIST_MULTI
224950,FORK PLATFORM 2.2.3 - 1950,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
224951,FORK PLATFORM 2.2.3 - 1951,7/10/2023,No,item 1,multi 1,multi 3,multi 5
224952,FORK PLATFORM 2.2.3 - 1952,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
224953,FORK PLATFORM 2.2.3 - 1953,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
224954,FORK PLATFORM 2.2.3 - 1954,7/10/2023,No,item 4,multi 1,multi 3,multi 5
224955,FORK PLATFORM 2.2.3 - 1955,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
224956,FORK PLATFORM 2.2.3 - 1956,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
224957,FORK PLATFORM 2.2.3 - 1957,7/10/2023,No,item 7,multi 1,multi 3,multi 5
224958,FORK PLATFORM 2.2.3 - 1958,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
224959,FORK PLATFORM 2.2.3 - 1959,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
224960,FORK PLATFORM 2.2.3 - 1960,7/10/2023,No,item 10,multi 1,multi 3,multi 5
224961,FORK PLATFORM 2.2.3 - 1961,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
224962,FORK PLATFORM 2.2.3 - 1962,7/10/2023,No,item 2,multi 1,multi 3,multi 5
224963,FORK PLATFORM 2.2.3 - 1963,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
224964,FORK PLATFORM 2.2.3 - 1964,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
224965,FORK PLATFORM 2.2.3 - 1965,7/10/2023,No,item 5,multi 1,multi 3,multi 5
224966,FORK PLATFORM 2.2.3 - 1966,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
224967,FORK PLATFORM 2.2.3 - 1967,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
224968,FORK PLATFORM 2.2.3 - 1968,7/10/2023,No,item 8,multi 1,multi 3,multi 5
224969,FORK PLATFORM 2.2.3 - 1969,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
224970,FORK PLATFORM 2.2.3 - 1970,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
224971,FORK PLATFORM 2.2.3 - 1971,7/10/2023,No,item 1,multi 1,multi 3,multi 5
224972,FORK PLATFORM 2.2.3 - 1972,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
224973,FORK PLATFORM 2.2.3 - 1973,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
224974,FORK PLATFORM 2.2.3 - 1974,7/10/2023,No,item 4,multi 1,multi 3,multi 5
224975,FORK PLATFORM 2.2.3 - 1975,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
224976,FORK PLATFORM 2.2.3 - 1976,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
224977,FORK PLATFORM 2.2.3 - 1977,7/10/2023,No,item 7,multi 1,multi 3,multi 5
224978,FORK PLATFORM 2.2.3 - 1978,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
224979,FORK PLATFORM 2.2.3 - 1979,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
224980,FORK PLATFORM 2.2.3 - 1980,7/10/2023,No,item 10,multi 1,multi 3,multi 5
224981,FORK PLATFORM 2.2.3 - 1981,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
224982,FORK PLATFORM 2.2.3 - 1982,7/10/2023,No,item 2,multi 1,multi 3,multi 5
224983,FORK PLATFORM 2.2.3 - 1983,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
224984,FORK PLATFORM 2.2.3 - 1984,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
224985,FORK PLATFORM 2.2.3 - 1985,7/10/2023,No,item 5,multi 1,multi 3,multi 5
224986,FORK PLATFORM 2.2.3 - 1986,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
224987,FORK PLATFORM 2.2.3 - 1987,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
224988,FORK PLATFORM 2.2.3 - 1988,7/10/2023,No,item 8,multi 1,multi 3,multi 5
224989,FORK PLATFORM 2.2.3 - 1989,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
224990,FORK PLATFORM 2.2.3 - 1990,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
224991,FORK PLATFORM 2.2.3 - 1991,7/10/2023,No,item 1,multi 1,multi 3,multi 5
224992,FORK PLATFORM 2.2.3 - 1992,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
224993,FORK PLATFORM 2.2.3 - 1993,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
224994,FORK PLATFORM 2.2.3 - 1994,7/10/2023,No,item 4,multi 1,multi 3,multi 5
224995,FORK PLATFORM 2.2.3 - 1995,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
224996,FORK PLATFORM 2.2.3 - 1996,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
224997,FORK PLATFORM 2.2.3 - 1997,7/10/2023,No,item 7,multi 1,multi 3,multi 5
224998,FORK PLATFORM 2.2.3 - 1998,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
224999,FORK PLATFORM 2.2.3 - 1999,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225000,FORK PLATFORM 2.2.3 - 2000,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225001,FORK PLATFORM 2.2.3 - 2001,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225002,FORK PLATFORM 2.2.3 - 2002,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225003,FORK PLATFORM 2.2.3 - 2003,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225004,FORK PLATFORM 2.2.3 - 2004,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225005,FORK PLATFORM 2.2.3 - 2005,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225006,FORK PLATFORM 2.2.3 - 2006,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225007,FORK PLATFORM 2.2.3 - 2007,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225008,FORK PLATFORM 2.2.3 - 2008,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225009,FORK PLATFORM 2.2.3 - 2009,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225010,FORK PLATFORM 2.2.3 - 2010,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225011,FORK PLATFORM 2.2.3 - 2011,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225012,FORK PLATFORM 2.2.3 - 2012,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225013,FORK PLATFORM 2.2.3 - 2013,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225014,FORK PLATFORM 2.2.3 - 2014,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225015,FORK PLATFORM 2.2.3 - 2015,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225016,FORK PLATFORM 2.2.3 - 2016,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225017,FORK PLATFORM 2.2.3 - 2017,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225018,FORK PLATFORM 2.2.3 - 2018,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225019,FORK PLATFORM 2.2.3 - 2019,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225020,FORK PLATFORM 2.2.3 - 2020,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225021,FORK PLATFORM 2.2.3 - 2021,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225022,FORK PLATFORM 2.2.3 - 2022,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225023,FORK PLATFORM 2.2.3 - 2023,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225024,FORK PLATFORM 2.2.3 - 2024,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225025,FORK PLATFORM 2.2.3 - 2025,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225026,FORK PLATFORM 2.2.3 - 2026,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225027,FORK PLATFORM 2.2.3 - 2027,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225028,FORK PLATFORM 2.2.3 - 2028,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225029,FORK PLATFORM 2.2.3 - 2029,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225030,FORK PLATFORM 2.2.3 - 2030,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225031,FORK PLATFORM 2.2.3 - 2031,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225032,FORK PLATFORM 2.2.3 - 2032,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225033,FORK PLATFORM 2.2.3 - 2033,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225034,FORK PLATFORM 2.2.3 - 2034,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225035,FORK PLATFORM 2.2.3 - 2035,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225036,FORK PLATFORM 2.2.3 - 2036,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225037,FORK PLATFORM 2.2.3 - 2037,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225038,FORK PLATFORM 2.2.3 - 2038,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225039,FORK PLATFORM 2.2.3 - 2039,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225040,FORK PLATFORM 2.2.3 - 2040,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225041,FORK PLATFORM 2.2.3 - 2041,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225042,FORK PLATFORM 2.2.3 - 2042,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225043,FORK PLATFORM 2.2.3 - 2043,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225044,FORK PLATFORM 2.2.3 - 2044,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225045,FORK PLATFORM 2.2.3 - 2045,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225046,FORK PLATFORM 2.2.3 - 2046,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225047,FORK PLATFORM 2.2.3 - 2047,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225048,FORK PLATFORM 2.2.3 - 2048,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225049,FORK PLATFORM 2.2.3 - 2049,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225050,FORK PLATFORM 2.2.3 - 2050,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225051,FORK PLATFORM 2.2.3 - 2051,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225052,FORK PLATFORM 2.2.3 - 2052,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225053,FORK PLATFORM 2.2.3 - 2053,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225054,FORK PLATFORM 2.2.3 - 2054,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225055,FORK PLATFORM 2.2.3 - 2055,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225056,FORK PLATFORM 2.2.3 - 2056,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225057,FORK PLATFORM 2.2.3 - 2057,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225058,FORK PLATFORM 2.2.3 - 2058,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225059,FORK PLATFORM 2.2.3 - 2059,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225060,FORK PLATFORM 2.2.3 - 2060,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225061,FORK PLATFORM 2.2.3 - 2061,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225062,FORK PLATFORM 2.2.3 - 2062,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225063,FORK PLATFORM 2.2.3 - 2063,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225064,FORK PLATFORM 2.2.3 - 2064,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225065,FORK PLATFORM 2.2.3 - 2065,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225066,FORK PLATFORM 2.2.3 - 2066,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225067,FORK PLATFORM 2.2.3 - 2067,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225068,FORK PLATFORM 2.2.3 - 2068,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225069,FORK PLATFORM 2.2.3 - 2069,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225070,FORK PLATFORM 2.2.3 - 2070,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225071,FORK PLATFORM 2.2.3 - 2071,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225072,FORK PLATFORM 2.2.3 - 2072,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225073,FORK PLATFORM 2.2.3 - 2073,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225074,FORK PLATFORM 2.2.3 - 2074,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225075,FORK PLATFORM 2.2.3 - 2075,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225076,FORK PLATFORM 2.2.3 - 2076,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225077,FORK PLATFORM 2.2.3 - 2077,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225078,FORK PLATFORM 2.2.3 - 2078,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225079,FORK PLATFORM 2.2.3 - 2079,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225080,FORK PLATFORM 2.2.3 - 2080,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225081,FORK PLATFORM 2.2.3 - 2081,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225082,FORK PLATFORM 2.2.3 - 2082,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225083,FORK PLATFORM 2.2.3 - 2083,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225084,FORK PLATFORM 2.2.3 - 2084,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225085,FORK PLATFORM 2.2.3 - 2085,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225086,FORK PLATFORM 2.2.3 - 2086,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225087,FORK PLATFORM 2.2.3 - 2087,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225088,FORK PLATFORM 2.2.3 - 2088,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225089,FORK PLATFORM 2.2.3 - 2089,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225090,FORK PLATFORM 2.2.3 - 2090,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225091,FORK PLATFORM 2.2.3 - 2091,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225092,FORK PLATFORM 2.2.3 - 2092,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225093,FORK PLATFORM 2.2.3 - 2093,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225094,FORK PLATFORM 2.2.3 - 2094,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225095,FORK PLATFORM 2.2.3 - 2095,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225096,FORK PLATFORM 2.2.3 - 2096,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225097,FORK PLATFORM 2.2.3 - 2097,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225098,FORK PLATFORM 2.2.3 - 2098,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225099,FORK PLATFORM 2.2.3 - 2099,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225100,FORK PLATFORM 2.2.3 - 2100,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225101,FORK PLATFORM 2.2.3 - 2101,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225102,FORK PLATFORM 2.2.3 - 2102,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225103,FORK PLATFORM 2.2.3 - 2103,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225104,FORK PLATFORM 2.2.3 - 2104,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225105,FORK PLATFORM 2.2.3 - 2105,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225106,FORK PLATFORM 2.2.3 - 2106,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225107,FORK PLATFORM 2.2.3 - 2107,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225108,FORK PLATFORM 2.2.3 - 2108,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225109,FORK PLATFORM 2.2.3 - 2109,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225110,FORK PLATFORM 2.2.3 - 2110,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225111,FORK PLATFORM 2.2.3 - 2111,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225112,FORK PLATFORM 2.2.3 - 2112,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225113,FORK PLATFORM 2.2.3 - 2113,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225114,FORK PLATFORM 2.2.3 - 2114,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225115,FORK PLATFORM 2.2.3 - 2115,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225116,FORK PLATFORM 2.2.3 - 2116,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225117,FORK PLATFORM 2.2.3 - 2117,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225118,FORK PLATFORM 2.2.3 - 2118,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225119,FORK PLATFORM 2.2.3 - 2119,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225120,FORK PLATFORM 2.2.3 - 2120,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225121,FORK PLATFORM 2.2.3 - 2121,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225122,FORK PLATFORM 2.2.3 - 2122,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225123,FORK PLATFORM 2.2.3 - 2123,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225124,FORK PLATFORM 2.2.3 - 2124,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225125,FORK PLATFORM 2.2.3 - 2125,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225126,FORK PLATFORM 2.2.3 - 2126,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225127,FORK PLATFORM 2.2.3 - 2127,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225128,FORK PLATFORM 2.2.3 - 2128,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225129,FORK PLATFORM 2.2.3 - 2129,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225130,FORK PLATFORM 2.2.3 - 2130,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225131,FORK PLATFORM 2.2.3 - 2131,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225132,FORK PLATFORM 2.2.3 - 2132,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225133,FORK PLATFORM 2.2.3 - 2133,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225134,FORK PLATFORM 2.2.3 - 2134,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225135,FORK PLATFORM 2.2.3 - 2135,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225136,FORK PLATFORM 2.2.3 - 2136,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225137,FORK PLATFORM 2.2.3 - 2137,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225138,FORK PLATFORM 2.2.3 - 2138,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225139,FORK PLATFORM 2.2.3 - 2139,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225140,FORK PLATFORM 2.2.3 - 2140,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225141,FORK PLATFORM 2.2.3 - 2141,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225142,FORK PLATFORM 2.2.3 - 2142,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225143,FORK PLATFORM 2.2.3 - 2143,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225144,FORK PLATFORM 2.2.3 - 2144,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225145,FORK PLATFORM 2.2.3 - 2145,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225146,FORK PLATFORM 2.2.3 - 2146,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225147,FORK PLATFORM 2.2.3 - 2147,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225148,FORK PLATFORM 2.2.3 - 2148,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225149,FORK PLATFORM 2.2.3 - 2149,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225150,FORK PLATFORM 2.2.3 - 2150,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225151,FORK PLATFORM 2.2.3 - 2151,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225152,FORK PLATFORM 2.2.3 - 2152,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225153,FORK PLATFORM 2.2.3 - 2153,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225154,FORK PLATFORM 2.2.3 - 2154,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225155,FORK PLATFORM 2.2.3 - 2155,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225156,FORK PLATFORM 2.2.3 - 2156,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225157,FORK PLATFORM 2.2.3 - 2157,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225158,FORK PLATFORM 2.2.3 - 2158,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225159,FORK PLATFORM 2.2.3 - 2159,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225160,FORK PLATFORM 2.2.3 - 2160,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225161,FORK PLATFORM 2.2.3 - 2161,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225162,FORK PLATFORM 2.2.3 - 2162,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225163,FORK PLATFORM 2.2.3 - 2163,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225164,FORK PLATFORM 2.2.3 - 2164,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225165,FORK PLATFORM 2.2.3 - 2165,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225166,FORK PLATFORM 2.2.3 - 2166,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225167,FORK PLATFORM 2.2.3 - 2167,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225168,FORK PLATFORM 2.2.3 - 2168,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225169,FORK PLATFORM 2.2.3 - 2169,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225170,FORK PLATFORM 2.2.3 - 2170,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225171,FORK PLATFORM 2.2.3 - 2171,7/10/2023,No,item 1,multi 1,multi 3,multi 5
225172,FORK PLATFORM 2.2.3 - 2172,7/11/2023,Yes,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
225173,FORK PLATFORM 2.2.3 - 2173,6/11/2023,Yes,item 3,"multi 1,multi 2,multi 3"
225174,FORK PLATFORM 2.2.3 - 2174,7/10/2023,No,item 4,multi 1,multi 3,multi 5
225175,FORK PLATFORM 2.2.3 - 2175,7/11/2023,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
225176,FORK PLATFORM 2.2.3 - 2176,6/11/2023,Yes,item 6,"multi 1,multi 2,multi 3"
225177,FORK PLATFORM 2.2.3 - 2177,7/10/2023,No,item 7,multi 1,multi 3,multi 5
225178,FORK PLATFORM 2.2.3 - 2178,7/11/2023,Yes,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
225179,FORK PLATFORM 2.2.3 - 2179,6/11/2023,Yes,item 9,"multi 1,multi 2,multi 3"
225180,FORK PLATFORM 2.2.3 - 2180,7/10/2023,No,item 10,multi 1,multi 3,multi 5
225181,FORK PLATFORM 2.2.3 - 2181,6/11/2023,Yes,item 1,"multi 1,multi 2,multi 3"
225182,FORK PLATFORM 2.2.3 - 2182,7/10/2023,No,item 2,multi 1,multi 3,multi 5
225183,FORK PLATFORM 2.2.3 - 2183,7/11/2023,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
225184,FORK PLATFORM 2.2.3 - 2184,6/11/2023,Yes,item 4,"multi 1,multi 2,multi 3"
225185,FORK PLATFORM 2.2.3 - 2185,7/10/2023,No,item 5,multi 1,multi 3,multi 5
225186,FORK PLATFORM 2.2.3 - 2186,7/11/2023,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
225187,FORK PLATFORM 2.2.3 - 2187,6/11/2023,Yes,item 7,"multi 1,multi 2,multi 3"
225188,FORK PLATFORM 2.2.3 - 2188,7/10/2023,No,item 8,multi 1,multi 3,multi 5
225189,FORK PLATFORM 2.2.3 - 2189,7/11/2023,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
225190,FORK PLATFORM 2.2.3 - 2190,6/11/2023,Yes,item 10,"multi 1,multi 2,multi 3"
225191,FORK PLATFORM 2.2.3 - 2191,7/10/2023,No,item 1,multi 1,multi 3,multi 5
